promoter,pos,binding_site,gc
icdC_predicted,-111,1,38
icdC_predicted,-110,1,38
icdC_predicted,-109,1,38
icdC_predicted,-108,1,38
icdC_predicted,-45,2,38
icdC_predicted,-44,2,38
icdC_predicted,-42,2,38
icdC_predicted,-41,2,38
icdC_predicted,-38,2,38
icdC_predicted,-37,2,38
icdC_predicted,-36,2,38
icdC_predicted,-35,2,38
icdC_predicted,-17,3,38
icdC_predicted,-16,3,38
icdC_predicted,-15,3,38
icdC_predicted,-14,3,38
icdC_predicted,3,4,38
icdC_predicted,4,4,38
icdC_predicted,5,4,38
icdC_predicted,6,4,38
icdC_predicted,7,4,38
icdC_predicted,-112,1,39
icdC_predicted,-111,1,39
icdC_predicted,-110,1,39
icdC_predicted,-109,1,39
icdC_predicted,-108,1,39
icdC_predicted,-79,2,39
icdC_predicted,-78,2,39
icdC_predicted,-77,2,39
icdC_predicted,-76,2,39
icdC_predicted,-75,2,39
icdC_predicted,-18,3,39
icdC_predicted,-15,3,39
icdC_predicted,-14,3,39
icdC_predicted,-13,3,39
icdC_predicted,3,4,39
icdC_predicted,4,4,39
icdC_predicted,5,4,39
icdC_predicted,6,4,39
icdC_predicted,7,4,39
icdC_predicted,-112,1,40
icdC_predicted,-111,1,40
icdC_predicted,-110,1,40
icdC_predicted,-109,1,40
icdC_predicted,-108,1,40
icdC_predicted,-76,2,40
icdC_predicted,-75,2,40
icdC_predicted,-39,3,40
icdC_predicted,-38,3,40
icdC_predicted,-37,3,40
icdC_predicted,-36,3,40
icdC_predicted,-35,3,40
icdC_predicted,-15,4,40
icdC_predicted,-14,4,40
icdC_predicted,-13,4,40
icdC_predicted,-12,4,40
icdC_predicted,-11,4,40
icdC_predicted,-112,1,41
icdC_predicted,-111,1,41
icdC_predicted,-110,1,41
icdC_predicted,-109,1,41
icdC_predicted,-108,1,41
icdC_predicted,-107,1,41
icdC_predicted,-106,1,41
icdC_predicted,-91,2,41
icdC_predicted,-90,2,41
icdC_predicted,-76,3,41
icdC_predicted,-75,3,41
icdC_predicted,-74,3,41
icdC_predicted,-73,3,41
icdC_predicted,-72,3,41
icdC_predicted,-38,4,41
icdC_predicted,-37,4,41
icdC_predicted,-36,4,41
icdC_predicted,-35,4,41
icdC_predicted,-14,5,41
ihfAp4,-37,1,1
ihfAp4,-36,1,1
ihfAp4,-35,1,1
ihfAp4,-34,1,1
ihfAp4,-33,1,1
ihfAp4,-26,2,1
ihfAp4,-25,2,1
ihfAp4,-24,2,1
ihfAp4,-14,3,1
ihfAp4,-13,3,1
ihfAp4,-12,3,1
ihfAp4,-11,3,1
ihfAp4,-10,3,1
ihfAp4,-9,3,1
ihfAp4,-8,3,1
ihfAp4,-7,3,1
ihfAp4,-6,3,1
ihfAp4,-5,3,1
ihfAp4,-37,1,2
ihfAp4,-36,1,2
ihfAp4,-35,1,2
ihfAp4,-34,1,2
ihfAp4,-33,1,2
ihfAp4,-26,2,2
ihfAp4,-25,2,2
ihfAp4,-14,3,2
ihfAp4,-13,3,2
ihfAp4,-12,3,2
ihfAp4,-11,3,2
ihfAp4,-10,3,2
ihfAp4,-9,3,2
ihfAp4,-8,3,2
ihfAp4,-7,3,2
ihfAp4,-6,3,2
ihfAp4,-5,3,2
ihfAp4,-37,1,3
ihfAp4,-36,1,3
ihfAp4,-35,1,3
ihfAp4,-34,1,3
ihfAp4,-33,1,3
ihfAp4,-14,2,3
ihfAp4,-13,2,3
ihfAp4,-12,2,3
ihfAp4,-11,2,3
ihfAp4,-10,2,3
ihfAp4,-9,2,3
ihfAp4,-8,2,3
ihfAp4,-7,2,3
ihfAp4,-6,2,3
ihfAp4,-5,2,3
ihfAp4,-37,1,4
ihfAp4,-36,1,4
ihfAp4,-35,1,4
ihfAp4,-34,1,4
ihfAp4,-33,1,4
ihfAp4,-26,2,4
ihfAp4,-25,2,4
ihfAp4,-14,3,4
ihfAp4,-13,3,4
ihfAp4,-12,3,4
ihfAp4,-11,3,4
ihfAp4,-10,3,4
ihfAp4,-9,3,4
ihfAp4,-8,3,4
ihfAp4,-7,3,4
ihfAp4,-6,3,4
ihfAp4,-5,3,4
ihfAp4,-37,1,5
ihfAp4,-36,1,5
ihfAp4,-35,1,5
ihfAp4,-34,1,5
ihfAp4,-33,1,5
ihfAp4,-27,2,5
ihfAp4,-26,2,5
ihfAp4,-25,2,5
ihfAp4,-24,2,5
ihfAp4,-14,3,5
ihfAp4,-13,3,5
ihfAp4,-12,3,5
ihfAp4,-11,3,5
ihfAp4,-10,3,5
ihfAp4,-9,3,5
ihfAp4,-8,3,5
ihfAp4,-7,3,5
ihfAp4,-6,3,5
ihfAp4,-5,3,5
ihfAp4,-37,1,6
ihfAp4,-36,1,6
ihfAp4,-35,1,6
ihfAp4,-34,1,6
ihfAp4,-33,1,6
ihfAp4,-26,2,6
ihfAp4,-25,2,6
ihfAp4,-24,2,6
ihfAp4,-14,3,6
ihfAp4,-13,3,6
ihfAp4,-12,3,6
ihfAp4,-11,3,6
ihfAp4,-10,3,6
ihfAp4,-9,3,6
ihfAp4,-8,3,6
ihfAp4,-7,3,6
ihfAp4,-6,3,6
ihfAp4,-5,3,6
ihfAp4,-35,1,7
ihfAp4,-34,1,7
ihfAp4,-33,1,7
ihfAp4,-32,1,7
ihfAp4,-31,1,7
ihfAp4,-14,2,7
ihfAp4,-13,2,7
ihfAp4,-12,2,7
ihfAp4,-11,2,7
ihfAp4,-10,2,7
ihfAp4,-9,2,7
ihfAp4,-8,2,7
ihfAp4,-7,2,7
ihfAp4,-6,2,7
ihfAp4,-5,2,7
ihfAp4,-3,2,7
ihfAp4,-35,1,8
ihfAp4,-34,1,8
ihfAp4,-33,1,8
ihfAp4,-32,1,8
ihfAp4,-14,2,8
ihfAp4,-13,2,8
ihfAp4,-12,2,8
ihfAp4,-11,2,8
ihfAp4,-10,2,8
ihfAp4,-9,2,8
ihfAp4,-8,2,8
ihfAp4,-7,2,8
ihfAp4,-6,2,8
ihfAp4,-5,2,8
ihfAp4,-37,1,9
ihfAp4,-36,1,9
ihfAp4,-35,1,9
ihfAp4,-34,1,9
ihfAp4,-33,1,9
ihfAp4,-32,1,9
ihfAp4,-31,1,9
ihfAp4,-14,2,9
ihfAp4,-13,2,9
ihfAp4,-12,2,9
ihfAp4,-11,2,9
ihfAp4,-10,2,9
ihfAp4,-9,2,9
ihfAp4,-8,2,9
ihfAp4,-7,2,9
ihfAp4,-6,2,9
ihfAp4,-5,2,9
ihfAp4,-37,1,10
ihfAp4,-36,1,10
ihfAp4,-35,1,10
ihfAp4,-34,1,10
ihfAp4,-33,1,10
ihfAp4,-14,2,10
ihfAp4,-13,2,10
ihfAp4,-12,2,10
ihfAp4,-11,2,10
ihfAp4,-10,2,10
ihfAp4,-9,2,10
ihfAp4,-8,2,10
ihfAp4,-7,2,10
ihfAp4,-6,2,10
ihfAp4,-5,2,10
ihfAp4,-37,1,11
ihfAp4,-36,1,11
ihfAp4,-35,1,11
ihfAp4,-34,1,11
ihfAp4,-33,1,11
ihfAp4,-14,2,11
ihfAp4,-13,2,11
ihfAp4,-12,2,11
ihfAp4,-11,2,11
ihfAp4,-10,2,11
ihfAp4,-9,2,11
ihfAp4,-8,2,11
ihfAp4,-7,2,11
ihfAp4,-6,2,11
ihfAp4,-5,2,11
ihfAp4,-37,1,12
ihfAp4,-36,1,12
ihfAp4,-35,1,12
ihfAp4,-34,1,12
ihfAp4,-33,1,12
ihfAp4,-26,2,12
ihfAp4,-14,3,12
ihfAp4,-13,3,12
ihfAp4,-12,3,12
ihfAp4,-11,3,12
ihfAp4,-10,3,12
ihfAp4,-9,3,12
ihfAp4,-8,3,12
ihfAp4,-7,3,12
ihfAp4,-6,3,12
ihfAp4,-5,3,12
ihfAp4,-37,1,13
ihfAp4,-36,1,13
ihfAp4,-35,1,13
ihfAp4,-34,1,13
ihfAp4,-33,1,13
ihfAp4,-16,2,13
ihfAp4,-15,2,13
ihfAp4,-14,2,13
ihfAp4,-13,2,13
ihfAp4,-12,2,13
ihfAp4,-11,2,13
ihfAp4,-10,2,13
ihfAp4,-9,2,13
ihfAp4,-8,2,13
ihfAp4,-7,2,13
ihfAp4,-6,2,13
ihfAp4,-5,2,13
ihfAp4,-37,1,14
ihfAp4,-36,1,14
ihfAp4,-35,1,14
ihfAp4,-34,1,14
ihfAp4,-33,1,14
ihfAp4,-32,1,14
ihfAp4,-31,1,14
ihfAp4,-14,2,14
ihfAp4,-13,2,14
ihfAp4,-12,2,14
ihfAp4,-11,2,14
ihfAp4,-10,2,14
ihfAp4,-9,2,14
ihfAp4,-8,2,14
ihfAp4,-7,2,14
ihfAp4,-6,2,14
ihfAp4,-5,2,14
ihfAp4,-37,1,15
ihfAp4,-36,1,15
ihfAp4,-35,1,15
ihfAp4,-34,1,15
ihfAp4,-33,1,15
ihfAp4,-32,1,15
ihfAp4,-14,2,15
ihfAp4,-13,2,15
ihfAp4,-12,2,15
ihfAp4,-11,2,15
ihfAp4,-10,2,15
ihfAp4,-9,2,15
ihfAp4,-8,2,15
ihfAp4,-7,2,15
ihfAp4,-6,2,15
ihfAp4,-5,2,15
ihfAp4,-35,1,16
ihfAp4,-34,1,16
ihfAp4,-33,1,16
ihfAp4,-32,1,16
ihfAp4,-31,1,16
ihfAp4,-27,2,16
ihfAp4,-26,2,16
ihfAp4,-25,2,16
ihfAp4,-24,2,16
ihfAp4,-23,2,16
ihfAp4,-14,3,16
ihfAp4,-13,3,16
ihfAp4,-12,3,16
ihfAp4,-11,3,16
ihfAp4,-10,3,16
ihfAp4,-9,3,16
ihfAp4,-8,3,16
ihfAp4,-7,3,16
ihfAp4,-6,3,16
ihfAp4,-5,3,16
ihfAp4,-37,1,17
ihfAp4,-36,1,17
ihfAp4,-35,1,17
ihfAp4,-34,1,17
ihfAp4,-33,1,17
ihfAp4,-32,1,17
ihfAp4,-26,2,17
ihfAp4,-25,2,17
ihfAp4,-14,3,17
ihfAp4,-13,3,17
ihfAp4,-12,3,17
ihfAp4,-11,3,17
ihfAp4,-10,3,17
ihfAp4,-9,3,17
ihfAp4,-8,3,17
ihfAp4,-7,3,17
ihfAp4,-6,3,17
ihfAp4,-5,3,17
ihfAp4,-37,1,18
ihfAp4,-36,1,18
ihfAp4,-35,1,18
ihfAp4,-34,1,18
ihfAp4,-33,1,18
ihfAp4,-14,2,18
ihfAp4,-13,2,18
ihfAp4,-12,2,18
ihfAp4,-11,2,18
ihfAp4,-10,2,18
ihfAp4,-9,2,18
ihfAp4,-8,2,18
ihfAp4,-7,2,18
ihfAp4,-6,2,18
ihfAp4,-5,2,18
ihfAp4,-37,1,19
ihfAp4,-36,1,19
ihfAp4,-35,1,19
ihfAp4,-34,1,19
ihfAp4,-33,1,19
ihfAp4,-14,2,19
ihfAp4,-13,2,19
ihfAp4,-12,2,19
ihfAp4,-11,2,19
ihfAp4,-10,2,19
ihfAp4,-9,2,19
ihfAp4,-8,2,19
ihfAp4,-7,2,19
ihfAp4,-6,2,19
ihfAp4,-5,2,19
ihfAp4,-37,1,20
ihfAp4,-36,1,20
ihfAp4,-35,1,20
ihfAp4,-34,1,20
ihfAp4,-33,1,20
ihfAp4,-14,2,20
ihfAp4,-13,2,20
ihfAp4,-12,2,20
ihfAp4,-11,2,20
ihfAp4,-10,2,20
ihfAp4,-9,2,20
ihfAp4,-8,2,20
ihfAp4,-7,2,20
ihfAp4,-6,2,20
ihfAp4,-5,2,20
ihfAp4,-37,1,21
ihfAp4,-36,1,21
ihfAp4,-35,1,21
ihfAp4,-34,1,21
ihfAp4,-33,1,21
ihfAp4,-27,2,21
ihfAp4,-26,2,21
ihfAp4,-25,2,21
ihfAp4,-24,2,21
ihfAp4,-23,2,21
ihfAp4,-14,3,21
ihfAp4,-13,3,21
ihfAp4,-12,3,21
ihfAp4,-11,3,21
ihfAp4,-10,3,21
ihfAp4,-9,3,21
ihfAp4,-8,3,21
ihfAp4,-7,3,21
ihfAp4,-6,3,21
ihfAp4,-5,3,21
ihfAp4,-37,1,22
ihfAp4,-36,1,22
ihfAp4,-35,1,22
ihfAp4,-34,1,22
ihfAp4,-33,1,22
ihfAp4,-14,2,22
ihfAp4,-13,2,22
ihfAp4,-12,2,22
ihfAp4,-11,2,22
ihfAp4,-10,2,22
ihfAp4,-9,2,22
ihfAp4,-8,2,22
ihfAp4,-7,2,22
ihfAp4,-6,2,22
ihfAp4,-5,2,22
ihfAp4,-37,1,23
ihfAp4,-36,1,23
ihfAp4,-35,1,23
ihfAp4,-34,1,23
ihfAp4,-33,1,23
ihfAp4,-32,1,23
ihfAp4,-31,1,23
ihfAp4,-14,2,23
ihfAp4,-13,2,23
ihfAp4,-12,2,23
ihfAp4,-11,2,23
ihfAp4,-10,2,23
ihfAp4,-9,2,23
ihfAp4,-8,2,23
ihfAp4,-7,2,23
ihfAp4,-6,2,23
ihfAp4,-5,2,23
ihfAp4,-36,1,24
ihfAp4,-35,1,24
ihfAp4,-34,1,24
ihfAp4,-33,1,24
ihfAp4,-30,1,24
ihfAp4,-14,2,24
ihfAp4,-13,2,24
ihfAp4,-12,2,24
ihfAp4,-11,2,24
ihfAp4,-10,2,24
ihfAp4,-9,2,24
ihfAp4,-8,2,24
ihfAp4,-7,2,24
ihfAp4,-6,2,24
ihfAp4,-5,2,24
ihfAp4,-35,1,25
ihfAp4,-34,1,25
ihfAp4,-33,1,25
ihfAp4,-14,2,25
ihfAp4,-13,2,25
ihfAp4,-12,2,25
ihfAp4,-11,2,25
ihfAp4,-10,2,25
ihfAp4,-9,2,25
ihfAp4,-8,2,25
ihfAp4,-7,2,25
ihfAp4,-6,2,25
ihfAp4,-5,2,25
ihfAp4,-3,2,25
ihfAp4,1,3,25
ihfAp4,2,3,25
ihfAp4,3,3,25
ihfAp4,4,3,25
ihfAp4,5,3,25
ihfAp4,-37,1,28
ihfAp4,-36,1,28
ihfAp4,-35,1,28
ihfAp4,-34,1,28
ihfAp4,-33,1,28
ihfAp4,-14,2,28
ihfAp4,-13,2,28
ihfAp4,-12,2,28
ihfAp4,-11,2,28
ihfAp4,-10,2,28
ihfAp4,-9,2,28
ihfAp4,-8,2,28
ihfAp4,-7,2,28
ihfAp4,-6,2,28
ihfAp4,-5,2,28
ihfAp4,-37,1,29
ihfAp4,-36,1,29
ihfAp4,-35,1,29
ihfAp4,-34,1,29
ihfAp4,-33,1,29
ihfAp4,-16,2,29
ihfAp4,-15,2,29
ihfAp4,-14,2,29
ihfAp4,-13,2,29
ihfAp4,-12,2,29
ihfAp4,-11,2,29
ihfAp4,-10,2,29
ihfAp4,-9,2,29
ihfAp4,-8,2,29
ihfAp4,-7,2,29
ihfAp4,-6,2,29
ihfAp4,-5,2,29
ihfAp4,-43,1,30
ihfAp4,-42,1,30
ihfAp4,-41,1,30
ihfAp4,-40,1,30
ihfAp4,-37,1,30
ihfAp4,-36,1,30
ihfAp4,-35,1,30
ihfAp4,-34,1,30
ihfAp4,-33,1,30
ihfAp4,-14,2,30
ihfAp4,-13,2,30
ihfAp4,-12,2,30
ihfAp4,-11,2,30
ihfAp4,-10,2,30
ihfAp4,-9,2,30
ihfAp4,-8,2,30
ihfAp4,-7,2,30
ihfAp4,-6,2,30
ihfAp4,-5,2,30
ihfAp4,-37,1,31
ihfAp4,-36,1,31
ihfAp4,-35,1,31
ihfAp4,-34,1,31
ihfAp4,-33,1,31
ihfAp4,-26,2,31
ihfAp4,-14,3,31
ihfAp4,-13,3,31
ihfAp4,-12,3,31
ihfAp4,-11,3,31
ihfAp4,-10,3,31
ihfAp4,-9,3,31
ihfAp4,-8,3,31
ihfAp4,-7,3,31
ihfAp4,-6,3,31
ihfAp4,-5,3,31
ihfAp4,-37,1,32
ihfAp4,-36,1,32
ihfAp4,-35,1,32
ihfAp4,-34,1,32
ihfAp4,-33,1,32
ihfAp4,-14,2,32
ihfAp4,-13,2,32
ihfAp4,-12,2,32
ihfAp4,-11,2,32
ihfAp4,-10,2,32
ihfAp4,-9,2,32
ihfAp4,-8,2,32
ihfAp4,-7,2,32
ihfAp4,-6,2,32
ihfAp4,-5,2,32
ihfAp4,-37,1,33
ihfAp4,-36,1,33
ihfAp4,-35,1,33
ihfAp4,-34,1,33
ihfAp4,-33,1,33
ihfAp4,-14,2,33
ihfAp4,-13,2,33
ihfAp4,-12,2,33
ihfAp4,-11,2,33
ihfAp4,-10,2,33
ihfAp4,-9,2,33
ihfAp4,-8,2,33
ihfAp4,-7,2,33
ihfAp4,-6,2,33
ihfAp4,-5,2,33
ihfAp4,-37,1,34
ihfAp4,-36,1,34
ihfAp4,-35,1,34
ihfAp4,-34,1,34
ihfAp4,-33,1,34
ihfAp4,-31,1,34
ihfAp4,-14,2,34
ihfAp4,-13,2,34
ihfAp4,-12,2,34
ihfAp4,-11,2,34
ihfAp4,-10,2,34
ihfAp4,-9,2,34
ihfAp4,-8,2,34
ihfAp4,-7,2,34
ihfAp4,-6,2,34
ihfAp4,-5,2,34
ihfAp4,-37,1,35
ihfAp4,-36,1,35
ihfAp4,-35,1,35
ihfAp4,-34,1,35
ihfAp4,-33,1,35
ihfAp4,-26,2,35
ihfAp4,-25,2,35
ihfAp4,-14,3,35
ihfAp4,-13,3,35
ihfAp4,-12,3,35
ihfAp4,-11,3,35
ihfAp4,-10,3,35
ihfAp4,-9,3,35
ihfAp4,-8,3,35
ihfAp4,-7,3,35
ihfAp4,-6,3,35
ihfAp4,-5,3,35
ihfAp4,-37,1,36
ihfAp4,-36,1,36
ihfAp4,-35,1,36
ihfAp4,-34,1,36
ihfAp4,-33,1,36
ihfAp4,-32,1,36
ihfAp4,-31,1,36
ihfAp4,-30,1,36
ihfAp4,-14,2,36
ihfAp4,-13,2,36
ihfAp4,-12,2,36
ihfAp4,-11,2,36
ihfAp4,-10,2,36
ihfAp4,-9,2,36
ihfAp4,-8,2,36
ihfAp4,-7,2,36
ihfAp4,-6,2,36
ihfAp4,-5,2,36
ihfAp4,-37,1,37
ihfAp4,-36,1,37
ihfAp4,-35,1,37
ihfAp4,-34,1,37
ihfAp4,-33,1,37
ihfAp4,-26,2,37
ihfAp4,-25,2,37
ihfAp4,-14,3,37
ihfAp4,-13,3,37
ihfAp4,-12,3,37
ihfAp4,-11,3,37
ihfAp4,-10,3,37
ihfAp4,-9,3,37
ihfAp4,-8,3,37
ihfAp4,-7,3,37
ihfAp4,-6,3,37
ihfAp4,-5,3,37
ihfAp4,-37,1,38
ihfAp4,-36,1,38
ihfAp4,-35,1,38
ihfAp4,-34,1,38
ihfAp4,-33,1,38
ihfAp4,-14,2,38
ihfAp4,-13,2,38
ihfAp4,-12,2,38
ihfAp4,-11,2,38
ihfAp4,-10,2,38
ihfAp4,-9,2,38
ihfAp4,-8,2,38
ihfAp4,-7,2,38
ihfAp4,-6,2,38
ihfAp4,-5,2,38
ihfAp4,-37,1,39
ihfAp4,-36,1,39
ihfAp4,-35,1,39
ihfAp4,-34,1,39
ihfAp4,-33,1,39
ihfAp4,-32,1,39
ihfAp4,-31,1,39
ihfAp4,-30,1,39
ihfAp4,-26,2,39
ihfAp4,-25,2,39
ihfAp4,-14,3,39
ihfAp4,-13,3,39
ihfAp4,-12,3,39
ihfAp4,-11,3,39
ihfAp4,-10,3,39
ihfAp4,-9,3,39
ihfAp4,-8,3,39
ihfAp4,-7,3,39
ihfAp4,-6,3,39
ihfAp4,-5,3,39
ihfAp4,-37,1,40
ihfAp4,-36,1,40
ihfAp4,-35,1,40
ihfAp4,-34,1,40
ihfAp4,-33,1,40
ihfAp4,-14,2,40
ihfAp4,-13,2,40
ihfAp4,-12,2,40
ihfAp4,-11,2,40
ihfAp4,-10,2,40
ihfAp4,-9,2,40
ihfAp4,-8,2,40
ihfAp4,-7,2,40
ihfAp4,-6,2,40
ihfAp4,-5,2,40
ihfAp4,-37,1,41
ihfAp4,-36,1,41
ihfAp4,-35,1,41
ihfAp4,-34,1,41
ihfAp4,-33,1,41
ihfAp4,-14,2,41
ihfAp4,-13,2,41
ihfAp4,-12,2,41
ihfAp4,-11,2,41
ihfAp4,-10,2,41
ihfAp4,-9,2,41
ihfAp4,-8,2,41
ihfAp4,-7,2,41
ihfAp4,-6,2,41
ihfAp4,-5,2,41
intE_xisE_ymfH_predicted,-93,1,1
intE_xisE_ymfH_predicted,-92,1,1
intE_xisE_ymfH_predicted,-46,2,1
intE_xisE_ymfH_predicted,-45,2,1
intE_xisE_ymfH_predicted,-36,3,1
intE_xisE_ymfH_predicted,-35,3,1
intE_xisE_ymfH_predicted,-34,3,1
intE_xisE_ymfH_predicted,-33,3,1
intE_xisE_ymfH_predicted,-32,3,1
intE_xisE_ymfH_predicted,-17,4,1
intE_xisE_ymfH_predicted,-14,4,1
intE_xisE_ymfH_predicted,-13,4,1
intE_xisE_ymfH_predicted,-12,4,1
intE_xisE_ymfH_predicted,-11,4,1
intE_xisE_ymfH_predicted,-10,4,1
intE_xisE_ymfH_predicted,-47,1,6
intE_xisE_ymfH_predicted,-46,1,6
intE_xisE_ymfH_predicted,-45,1,6
intE_xisE_ymfH_predicted,-44,1,6
intE_xisE_ymfH_predicted,-43,1,6
intE_xisE_ymfH_predicted,-38,2,6
intE_xisE_ymfH_predicted,-37,2,6
intE_xisE_ymfH_predicted,-36,2,6
intE_xisE_ymfH_predicted,-14,3,6
intE_xisE_ymfH_predicted,-13,3,6
intE_xisE_ymfH_predicted,-48,1,8
intE_xisE_ymfH_predicted,-47,1,8
intE_xisE_ymfH_predicted,-46,1,8
intE_xisE_ymfH_predicted,-32,2,8
intE_xisE_ymfH_predicted,-31,2,8
intE_xisE_ymfH_predicted,-30,2,8
intE_xisE_ymfH_predicted,-29,2,8
intE_xisE_ymfH_predicted,-28,2,8
intE_xisE_ymfH_predicted,-27,2,8
intE_xisE_ymfH_predicted,-26,2,8
intE_xisE_ymfH_predicted,-25,2,8
intE_xisE_ymfH_predicted,-24,2,8
intE_xisE_ymfH_predicted,-96,1,10
intE_xisE_ymfH_predicted,-95,1,10
intE_xisE_ymfH_predicted,-62,2,10
intE_xisE_ymfH_predicted,-47,3,10
intE_xisE_ymfH_predicted,-46,3,10
intE_xisE_ymfH_predicted,-45,3,10
intE_xisE_ymfH_predicted,-44,3,10
intE_xisE_ymfH_predicted,-43,3,10
intE_xisE_ymfH_predicted,-35,4,10
intE_xisE_ymfH_predicted,-34,4,10
intE_xisE_ymfH_predicted,-17,5,10
intE_xisE_ymfH_predicted,-14,5,10
intE_xisE_ymfH_predicted,-13,5,10
intE_xisE_ymfH_predicted,-47,1,11
intE_xisE_ymfH_predicted,-46,1,11
intE_xisE_ymfH_predicted,-45,1,11
intE_xisE_ymfH_predicted,-44,1,11
intE_xisE_ymfH_predicted,-43,1,11
intE_xisE_ymfH_predicted,-33,2,11
intE_xisE_ymfH_predicted,-32,2,11
intE_xisE_ymfH_predicted,-31,2,11
intE_xisE_ymfH_predicted,-30,2,11
intE_xisE_ymfH_predicted,-23,3,11
intE_xisE_ymfH_predicted,-22,3,11
intE_xisE_ymfH_predicted,-21,3,11
intE_xisE_ymfH_predicted,-17,4,11
intE_xisE_ymfH_predicted,-15,4,11
intE_xisE_ymfH_predicted,-14,4,11
intE_xisE_ymfH_predicted,-13,4,11
intE_xisE_ymfH_predicted,-45,1,15
intE_xisE_ymfH_predicted,-44,1,15
intE_xisE_ymfH_predicted,-43,1,15
intE_xisE_ymfH_predicted,-42,1,15
intE_xisE_ymfH_predicted,-41,1,15
intE_xisE_ymfH_predicted,-31,2,15
intE_xisE_ymfH_predicted,-30,2,15
intE_xisE_ymfH_predicted,-29,2,15
intE_xisE_ymfH_predicted,-47,1,18
intE_xisE_ymfH_predicted,-46,1,18
intE_xisE_ymfH_predicted,-45,1,18
intE_xisE_ymfH_predicted,-44,1,18
intE_xisE_ymfH_predicted,-43,1,18
intE_xisE_ymfH_predicted,-41,1,18
intE_xisE_ymfH_predicted,-40,1,18
intE_xisE_ymfH_predicted,-38,1,18
intE_xisE_ymfH_predicted,-37,1,18
intE_xisE_ymfH_predicted,-36,1,18
intE_xisE_ymfH_predicted,-34,1,18
intE_xisE_ymfH_predicted,-29,2,18
intE_xisE_ymfH_predicted,-17,3,18
intE_xisE_ymfH_predicted,-16,3,18
intE_xisE_ymfH_predicted,-15,3,18
intE_xisE_ymfH_predicted,-14,3,18
intE_xisE_ymfH_predicted,-13,3,18
intE_xisE_ymfH_predicted,-46,1,19
intE_xisE_ymfH_predicted,-45,1,19
intE_xisE_ymfH_predicted,-44,1,19
intE_xisE_ymfH_predicted,-43,1,19
intE_xisE_ymfH_predicted,-37,2,19
intE_xisE_ymfH_predicted,-33,3,19
intE_xisE_ymfH_predicted,-32,3,19
intE_xisE_ymfH_predicted,-31,3,19
intE_xisE_ymfH_predicted,-30,3,19
intE_xisE_ymfH_predicted,-29,3,19
intE_xisE_ymfH_predicted,9,4,19
intE_xisE_ymfH_predicted,31,5,19
intE_xisE_ymfH_predicted,34,5,19
intE_xisE_ymfH_predicted,-53,1,21
intE_xisE_ymfH_predicted,-52,1,21
intE_xisE_ymfH_predicted,-49,1,21
intE_xisE_ymfH_predicted,-47,1,21
intE_xisE_ymfH_predicted,-46,1,21
intE_xisE_ymfH_predicted,-45,1,21
intE_xisE_ymfH_predicted,-44,1,21
intE_xisE_ymfH_predicted,-43,1,21
intE_xisE_ymfH_predicted,-34,2,21
intE_xisE_ymfH_predicted,-32,2,21
intE_xisE_ymfH_predicted,-31,2,21
intE_xisE_ymfH_predicted,-30,2,21
intE_xisE_ymfH_predicted,-58,1,23
intE_xisE_ymfH_predicted,-57,1,23
intE_xisE_ymfH_predicted,-56,1,23
intE_xisE_ymfH_predicted,-55,1,23
intE_xisE_ymfH_predicted,-54,1,23
intE_xisE_ymfH_predicted,-47,2,23
intE_xisE_ymfH_predicted,-46,2,23
intE_xisE_ymfH_predicted,-45,2,23
intE_xisE_ymfH_predicted,-44,2,23
intE_xisE_ymfH_predicted,-43,2,23
intE_xisE_ymfH_predicted,-17,3,23
intE_xisE_ymfH_predicted,-16,3,23
intE_xisE_ymfH_predicted,-15,3,23
intE_xisE_ymfH_predicted,-14,3,23
intE_xisE_ymfH_predicted,-13,3,23
intE_xisE_ymfH_predicted,-18,1,24
intE_xisE_ymfH_predicted,-17,1,24
intE_xisE_ymfH_predicted,-16,1,24
intE_xisE_ymfH_predicted,-15,1,24
intE_xisE_ymfH_predicted,29,2,24
intE_xisE_ymfH_predicted,30,2,24
intE_xisE_ymfH_predicted,31,2,24
intE_xisE_ymfH_predicted,32,2,24
intE_xisE_ymfH_predicted,33,2,24
intE_xisE_ymfH_predicted,-47,1,28
intE_xisE_ymfH_predicted,-46,1,28
intE_xisE_ymfH_predicted,-45,1,28
intE_xisE_ymfH_predicted,-44,1,28
intE_xisE_ymfH_predicted,-43,1,28
intE_xisE_ymfH_predicted,-30,2,28
intE_xisE_ymfH_predicted,-29,2,28
intE_xisE_ymfH_predicted,-27,2,28
intE_xisE_ymfH_predicted,-47,1,29
intE_xisE_ymfH_predicted,-46,1,29
intE_xisE_ymfH_predicted,-45,1,29
intE_xisE_ymfH_predicted,-44,1,29
intE_xisE_ymfH_predicted,-43,1,29
intE_xisE_ymfH_predicted,-39,2,29
intE_xisE_ymfH_predicted,-38,2,29
intE_xisE_ymfH_predicted,-37,2,29
intE_xisE_ymfH_predicted,-17,3,29
intE_xisE_ymfH_predicted,-16,3,29
intE_xisE_ymfH_predicted,-15,3,29
intE_xisE_ymfH_predicted,-14,3,29
intE_xisE_ymfH_predicted,-13,3,29
intE_xisE_ymfH_predicted,3,4,29
intE_xisE_ymfH_predicted,-113,1,31
intE_xisE_ymfH_predicted,-112,1,31
intE_xisE_ymfH_predicted,-111,1,31
intE_xisE_ymfH_predicted,-110,1,31
